crime_id,location,date,time,crime_type,gender,role,age,weather,severity,latitude,longitude
CR00221,Nduba,2024-01-11,04:17,Theft,Male,Victim,63,Clear,3.0,-1.9170649910555253,30.072957901032495
CR00222,Rwezamenyo,2024-12-22,01:24,Vandalism,Female,Victim,70,Clear,1.07,-1.9524631333464666,30.026319361916986
CR00223,Nduba,2024-04-04,02:19,Assault,Female,Victim,44,Clear,6.56,-1.9072437103372102,30.060248367085574
CR00224,Gisozi,2022-09-26,03:11,Vandalism,Female,Victim,43,Clear,1.77,-1.925359262242746,30.06787360402414
CR00225,Kimironko,2024-11-21,16:06,Vandalism,Female,Suspect,48,Clear,2.65,-1.9273617400955212,30.10541547907256
CR00226,Kigali CBD,2023-01-13,00:38,Burglary,Other,Suspect,29,Rainy,4.17,-1.942394670259148,30.06024441028882
CR00227,Remera,2020-03-14,09:49,Robbery,Male,Victim,52,Clear,5.56,-1.952424702683423,30.109758614396895
CR00228,Nduba,2023-06-18,16:10,Burglary,Female,Suspect,26,Clear,5.22,-1.9014511889760581,30.068290516817022
CR00229,Kimironko,2020-05-20,05:17,Assault,Other,Victim,29,Rainy,6.99,-1.9200146600154064,30.11602452307915
CR00230,Remera,2021-04-25,07:26,Theft,Female,Suspect,26,Clear,3.73,-1.9455494018195958,30.104361714034116
CR00231,Gikondo,2023-07-16,02:15,Burglary,Other,Suspect,58,Cloudy,4.77,-1.9735523304963216,30.070246471313546
CR00232,Kimironko,2023-11-02,15:29,Theft,Male,Suspect,39,Clear,2.09,-1.9159928223868061,30.1219580955086
CR00233,Nyamirambo,2021-08-11,18:21,Burglary,Female,Victim,29,Clear,4.41,-1.9898628399190912,30.05361791226262
CR00234,Nduba,2021-04-10,09:52,Robbery,Other,Suspect,62,Clear,5.37,-1.9069420913245252,30.072545102175393
CR00235,Jali,2024-03-09,10:44,Robbery,Female,Victim,31,Clear,5.86,-1.8923414927602882,30.097772082820885
CR00236,Nyarugenge,2020-07-04,19:20,Burglary,Female,Suspect,55,Cloudy,4.1,-1.9532629336547334,30.05958262166189
CR00237,Kanombe,2022-06-07,11:36,Burglary,Other,Victim,63,Stormy,4.61,-1.9713312943331658,30.13993585560642
CR00238,Kibagabaga,2020-07-20,20:25,Theft,Male,Victim,15,Rainy,3.08,-1.9306714913854532,30.098134918570043
CR00239,Kimisagara,2024-04-06,16:34,Theft,Female,Suspect,54,Clear,2.7,-1.980167127255962,30.051638323838112
CR00240,Rusororo,2023-07-21,18:29,Assault,Male,Victim,22,Rainy,6.05,-1.908780485034746,30.130068521708505
CR00241,Rwezamenyo,2023-12-12,20:04,Assault,Female,Victim,39,Clear,7.22,-1.9659359716153768,30.02727114680876
CR00242,Rwezamenyo,2024-11-22,15:15,Burglary,Female,Victim,64,Clear,5.79,-1.9617192085475985,30.029404570037798
CR00243,Kanombe,2020-07-24,11:24,Robbery,Other,Suspect,69,Clear,6.85,-1.9629151270100886,30.143001057196486
CR00244,Nduba,2022-06-27,16:34,Assault,Female,Suspect,55,Clear,7.81,-1.9151249519446107,30.07873844343941
CR00245,Kanombe,2020-12-06,04:23,Assault,Female,Suspect,61,Rainy,7.62,-1.9640209180043888,30.131403094461618
CR00246,Kigarama,2023-11-22,23:06,Vandalism,Male,Victim,31,Cloudy,2.18,-1.9775152722636855,30.091141483437575
CR00247,Kibagabaga,2021-09-05,01:39,Robbery,Other,Victim,43,Rainy,6.51,-1.9235416319943652,30.103161821856084
CR00248,Kacyiru,2020-02-29,17:48,Theft,Other,Victim,28,Rainy,2.68,-1.926785619089681,30.054689856040728
CR00249,Kacyiru,2020-04-04,02:14,Theft,Male,Suspect,65,Clear,3.66,-1.9332610873170515,30.069198893998184
CR00250,Nyarugenge,2021-10-26,16:36,Theft,Other,Victim,16,Cloudy,2.87,-1.955062604145875,30.05972511585093
CR00251,Kigarama,2024-06-18,09:43,Vandalism,Other,Victim,73,Clear,1.86,-1.969433820518,30.088937907128866
CR00252,Gatenga,2020-04-24,11:01,Burglary,Male,Suspect,55,Cloudy,5.46,-1.987462923779851,30.125765508499587
CR00253,Kigarama,2021-08-23,21:05,Burglary,Other,Suspect,33,Clear,5.47,-1.9715712071887044,30.08657529349575
CR00254,Kigarama,2022-01-04,11:29,Theft,Other,Victim,52,Rainy,2.11,-1.9729075486363963,30.103620220499856
CR00255,Masaka,2022-02-06,10:28,Robbery,Male,Victim,43,Clear,5.22,-1.9538050718037396,30.1476843721845
CR00256,Remera,2022-06-01,05:02,Vandalism,Female,Suspect,78,Clear,1.78,-1.9404358350210023,30.103149076686556
CR00257,Nyarugenge,2020-10-25,12:43,Theft,Other,Suspect,73,Clear,3.44,-1.964546411930762,30.04951475419631
CR00258,Kigali CBD,2021-05-15,01:10,Theft,Female,Victim,33,Clear,3.36,-1.9538563441623544,30.054269695625425
CR00259,Kigali CBD,2022-12-23,02:25,Burglary,Female,Victim,51,Rainy,5.72,-1.9616256210234686,30.064145071361406
CR00260,Kacyiru,2022-04-23,13:25,Robbery,Other,Victim,33,Clear,6.88,-1.9337135032032113,30.0640818317276
CR00261,Remera,2023-03-05,11:27,Vandalism,Other,Suspect,19,Rainy,1.93,-1.951404661137645,30.107402124933653
CR00262,Niboye,2023-10-28,03:48,Vandalism,Female,Suspect,55,Clear,2.15,-1.9946589344050822,30.107351290718043
CR00263,Gikondo,2024-06-11,18:34,Assault,Other,Suspect,54,Rainy,7.14,-1.962018410982153,30.074899319228006
CR00264,Kacyiru,2021-01-03,08:16,Robbery,Male,Suspect,79,Clear,6.04,-1.9224820475526367,30.063081456515356
CR00265,Nduba,2020-12-14,09:24,Burglary,Other,Suspect,30,Clear,4.33,-1.9136368121061997,30.079701541695588
CR00266,Kibagabaga,2020-12-24,09:54,Assault,Male,Victim,50,Rainy,6.76,-1.9285735262893402,30.09330572871404
CR00267,Kibagabaga,2020-06-10,23:19,Burglary,Female,Suspect,76,Rainy,5.49,-1.9326385415332008,30.095485183065627
CR00268,Kimisagara,2023-06-02,04:07,Theft,Female,Victim,42,Clear,3.85,-1.977507823315105,30.033064029106534
CR00269,Masaka,2024-11-18,08:09,Assault,Male,Victim,78,Rainy,6.26,-1.9707255508286674,30.144376118814627
CR00270,Rusororo,2022-02-22,04:24,Burglary,Female,Victim,52,Rainy,4.03,-1.9082433737623445,30.123942658929685
CR00271,Kigarama,2023-06-23,15:58,Theft,Female,Suspect,63,Clear,3.6,-1.970759327916903,30.092723685006003
CR00272,Gacuriro,2023-10-31,07:08,Burglary,Female,Victim,22,Stormy,5.9,-1.9094605004697078,30.09206328022417
CR00273,Jali,2021-05-08,01:22,Robbery,Male,Suspect,57,Cloudy,5.17,-1.898241716709619,30.083426823619323
CR00274,Masaka,2022-10-16,19:35,Burglary,Male,Victim,34,Rainy,4.5,-1.959304546744342,30.14319917459018
CR00275,Nduba,2023-04-09,15:26,Robbery,Female,Victim,41,Rainy,6.09,-1.9134249596981021,30.071179920829874
CR00276,Kimironko,2020-10-20,05:01,Burglary,Male,Suspect,43,Clear,4.68,-1.9272192097491618,30.106150915309165
CR00277,Masaka,2021-04-20,01:18,Theft,Male,Suspect,21,Clear,2.79,-1.9534025460842763,30.138952062022184
CR00278,Kimisagara,2022-08-02,23:31,Robbery,Female,Victim,37,Clear,6.23,-1.9837486555065287,30.04935154296552
CR00279,Kacyiru,2023-07-30,04:49,Vandalism,Other,Suspect,77,Clear,1.72,-1.935188080442005,30.054957602450816
CR00280,Remera,2021-06-04,18:28,Robbery,Female,Suspect,65,Cloudy,6.32,-1.9470726737048285,30.10664014019883
CR00281,Kigali CBD,2022-07-30,18:41,Theft,Other,Suspect,53,Clear,3.56,-1.9531123387289377,30.049308255188873
CR00282,Kimisagara,2021-06-06,01:55,Robbery,Female,Suspect,35,Stormy,6.62,-1.9747610489645069,30.046377375882283
CR00283,Gisozi,2023-09-27,00:47,Burglary,Male,Suspect,17,Clear,5.22,-1.9281485768707134,30.07439507252753
CR00284,Kimironko,2020-01-20,14:27,Burglary,Female,Victim,65,Rainy,4.25,-1.9307872521084188,30.123947022541838
CR00285,Nduba,2024-07-05,19:51,Vandalism,Male,Suspect,58,Clear,2.14,-1.9060454927131514,30.07455521002823
CR00286,Gacuriro,2022-08-10,00:34,Robbery,Female,Suspect,69,Clear,5.64,-1.9125402809694316,30.08727224376764
CR00287,Kigarama,2021-08-12,01:17,Burglary,Female,Victim,75,Cloudy,4.53,-1.9798861480648908,30.093816196327037
CR00288,Kanombe,2023-10-19,19:50,Robbery,Other,Suspect,59,Clear,5.36,-1.9793546698002966,30.139084356392082
CR00289,Kanombe,2023-01-24,03:55,Assault,Female,Suspect,65,Clear,6.93,-1.9629541664464305,30.143854963054263
CR00290,Kibagabaga,2020-11-19,07:15,Burglary,Female,Victim,65,Stormy,4.88,-1.9136455278279472,30.103724131881634
CR00291,Niboye,2020-05-31,15:17,Robbery,Other,Victim,24,Clear,5.93,-1.9873723187317642,30.097304082790288
CR00292,Remera,2022-06-23,05:50,Burglary,Female,Victim,51,Clear,5.93,-1.9427734852753658,30.102042234466946
CR00293,Gacuriro,2021-12-08,00:59,Assault,Male,Suspect,51,Stormy,6.96,-1.9190940161521595,30.083767914011656
CR00294,Niboye,2023-04-18,15:55,Assault,Male,Victim,39,Clear,7.69,-1.9958489759641869,30.106493352428775
CR00295,Gisozi,2021-09-04,17:44,Burglary,Other,Victim,65,Rainy,4.44,-1.9233026279017937,30.06961066490897
CR00296,Niboye,2023-08-01,02:27,Assault,Female,Victim,27,Clear,6.12,-1.992616170897479,30.104397147297625
CR00297,Jali,2022-05-18,20:21,Burglary,Other,Suspect,31,Clear,5.88,-1.9041635391487393,30.09751937396943
CR00298,Masaka,2023-11-14,22:50,Theft,Male,Suspect,56,Clear,2.55,-1.9656932382804901,30.150925355733506
CR00299,Kicukiro,2021-05-27,02:50,Vandalism,Female,Suspect,21,Stormy,2.22,-1.9685099725920885,30.104884661371454
CR00300,Kigarama,2022-07-24,06:00,Theft,Female,Victim,53,Stormy,2.63,-1.9844087086385638,30.094792252269414
CR00301,Kimisagara,2024-09-27,19:19,Assault,Other,Victim,73,Rainy,6.13,-1.971502746047834,30.04562643459244
CR00302,Nyarugenge,2021-09-10,08:05,Burglary,Other,Victim,35,Clear,4.36,-1.9666653138959012,30.04628917185407
CR00303,Kanombe,2021-02-11,02:40,Theft,Other,Suspect,32,Cloudy,3.53,-1.9729674724392754,30.125135506834223
CR00304,Rusororo,2022-02-26,11:05,Robbery,Other,Victim,71,Clear,5.55,-1.9053693841672847,30.126191888697885
CR00305,Kibagabaga,2024-10-13,06:08,Robbery,Female,Suspect,76,Cloudy,6.74,-1.9130834831945687,30.098242274277577
CR00306,Kicukiro,2022-09-16,07:00,Robbery,Female,Suspect,52,Rainy,5.25,-1.9815318331194836,30.10916699027828
CR00307,Kibagabaga,2020-08-06,12:30,Burglary,Other,Suspect,33,Cloudy,5.26,-1.9135328586274554,30.086393667664325
CR00308,Remera,2021-04-30,18:06,Assault,Male,Suspect,41,Rainy,6.29,-1.9428712102556152,30.11254707698092
CR00309,Rwezamenyo,2022-02-20,00:49,Burglary,Male,Victim,42,Rainy,5.24,-1.9621848624662042,30.03427700919861
CR00310,Kimisagara,2023-03-17,01:36,Assault,Other,Victim,40,Clear,6.1,-1.9793056287206285,30.042595439585106
CR00311,Remera,2022-01-05,10:46,Vandalism,Other,Victim,16,Clear,1.23,-1.9355764743778716,30.107607606852238
CR00312,Gikondo,2023-03-23,19:39,Burglary,Male,Suspect,61,Clear,4.08,-1.9713660522135452,30.07665112674156
CR00313,Remera,2021-08-28,18:08,Vandalism,Other,Suspect,28,Rainy,2.37,-1.9418575651423902,30.097975990650028
CR00314,Remera,2023-12-03,10:27,Burglary,Female,Victim,33,Rainy,5.72,-1.9370066361839333,30.105030509378572
CR00315,Rwezamenyo,2021-08-27,13:15,Vandalism,Other,Suspect,63,Rainy,2.16,-1.970060403556265,30.03717642006123
CR00316,Kanombe,2020-02-14,16:49,Vandalism,Male,Victim,69,Clear,1.08,-1.975633892385467,30.12858681631621
CR00317,Nyamirambo,2024-08-26,05:38,Burglary,Male,Victim,36,Clear,5.43,-1.9751573818757189,30.045624761854036
CR00318,Nyamirambo,2023-09-10,04:03,Theft,Female,Victim,22,Clear,2.12,-1.9835850996837991,30.05498814027441
CR00319,Gacuriro,2022-03-21,01:40,Robbery,Male,Suspect,27,Clear,6.43,-1.922427551230059,30.082899501015046
CR00320,Remera,2021-07-16,18:59,Vandalism,Other,Suspect,60,Rainy,1.52,-1.9508176496376284,30.095390001912683
CR00321,Nyamirambo,2020-01-17,07:34,Robbery,Female,Victim,75,Rainy,5.51,-1.979449506404343,30.0437821145198
CR00322,Kimironko,2023-03-05,05:04,Burglary,Female,Victim,37,Clear,5.36,-1.920310785773561,30.12392294278794
CR00323,Gacuriro,2024-11-06,18:50,Vandalism,Other,Suspect,21,Cloudy,2.71,-1.9179776698127284,30.084480057791012
CR00324,Kimironko,2023-11-05,23:49,Robbery,Male,Victim,30,Rainy,5.71,-1.9268296762776338,30.123980597806774
CR00325,Muhima,2024-05-12,03:34,Robbery,Male,Victim,80,Clear,6.44,-1.9479743815932047,30.059749022812383
CR00326,Kimironko,2024-03-05,04:05,Assault,Male,Suspect,58,Clear,7.2,-1.9266364000885996,30.113151483741593
CR00327,Nyarugenge,2020-04-10,07:37,Theft,Male,Suspect,70,Rainy,2.7,-1.9580150292398215,30.05392830110705
CR00328,Nduba,2023-05-26,05:44,Robbery,Other,Victim,34,Cloudy,5.15,-1.913611930046901,30.062770190067184
CR00329,Niboye,2024-03-06,03:59,Burglary,Other,Suspect,66,Cloudy,4.89,-1.9927365063681788,30.09986590674266
CR00330,Kacyiru,2022-10-14,15:19,Burglary,Other,Suspect,46,Stormy,5.02,-1.9398872244560368,30.053917265998006
CR00331,Rwezamenyo,2024-09-01,05:00,Assault,Male,Victim,19,Cloudy,6.47,-1.9543048426677518,30.02910313903949
CR00332,Nduba,2021-08-09,05:22,Robbery,Other,Victim,30,Clear,5.65,-1.9007952119956728,30.074145259027237
CR00333,Rwezamenyo,2024-05-07,04:08,Vandalism,Other,Victim,45,Rainy,1.74,-1.9567649373656195,30.039581290640236
CR00334,Muhima,2024-06-24,18:01,Burglary,Female,Suspect,65,Rainy,5.65,-1.9566444980647706,30.061993636472632
CR00335,Remera,2021-04-16,02:45,Vandalism,Female,Victim,77,Clear,1.83,-1.9432874590259033,30.09669132761069
CR00336,Muhima,2023-05-28,11:23,Burglary,Female,Suspect,53,Clear,5.28,-1.9551565326712879,30.060028555095286
CR00337,Kimironko,2024-06-30,09:16,Vandalism,Female,Suspect,37,Rainy,2.75,-1.9178188682490638,30.10953280409443
CR00338,Kigarama,2021-12-22,00:47,Theft,Other,Victim,63,Cloudy,2.29,-1.975103335714813,30.103712720460777
CR00339,Nyarugenge,2021-03-24,04:30,Robbery,Male,Victim,26,Clear,5.65,-1.9607217211594754,30.052660146516796
CR00340,Rwezamenyo,2023-07-27,19:54,Theft,Female,Victim,74,Clear,3.58,-1.9554772312753572,30.028794403411705
CR00341,Rwezamenyo,2021-01-24,17:14,Theft,Male,Victim,63,Rainy,2.67,-1.9630108814899672,30.03703630773634
CR00342,Nyamirambo,2023-06-25,07:52,Robbery,Other,Victim,50,Clear,5.82,-1.976521788854399,30.05247734547522
CR00343,Gikondo,2021-05-28,14:57,Vandalism,Other,Victim,71,Clear,2.3,-1.970447467446319,30.062408015233174
CR00344,Jali,2023-10-20,22:25,Theft,Female,Victim,62,Clear,2.94,-1.9042318437988552,30.09212318853451
CR00345,Kibagabaga,2024-03-27,09:35,Robbery,Female,Suspect,16,Clear,6.95,-1.9223466858819327,30.103640202456287
CR00346,Nyarugenge,2024-01-16,03:50,Vandalism,Male,Victim,30,Clear,2.24,-1.9633189030344882,30.041182924014734
CR00347,Gikondo,2024-04-20,11:37,Robbery,Male,Suspect,29,Clear,5.32,-1.9647195702707483,30.069462939634246
CR00348,Nduba,2023-09-12,22:15,Robbery,Female,Victim,25,Clear,5.09,-1.9165545866365206,30.06337026223566
CR00349,Jali,2023-10-26,01:22,Theft,Female,Victim,30,Clear,3.86,-1.891854382291686,30.099271995124983
CR00350,Niboye,2024-09-12,05:42,Robbery,Male,Suspect,77,Clear,6.82,-1.9923329315215115,30.10358241933772
CR00351,Rusororo,2020-10-07,03:33,Robbery,Female,Suspect,80,Stormy,5.05,-1.900937915173456,30.114093220521042
CR00352,Nyarugenge,2023-07-10,18:09,Burglary,Female,Victim,43,Cloudy,5.22,-1.950515052166839,30.04769507040177
CR00353,Kigali CBD,2020-07-17,18:57,Theft,Other,Suspect,17,Clear,3.62,-1.9537941239194758,30.04855307117105
CR00354,Kicukiro,2023-07-09,09:47,Vandalism,Male,Victim,76,Cloudy,2.02,-1.9692716624991535,30.12010290091754
CR00355,Masaka,2023-08-16,00:52,Theft,Male,Suspect,50,Rainy,3.56,-1.959622480657072,30.14326729404551
CR00356,Gikondo,2020-03-21,03:42,Robbery,Male,Suspect,27,Rainy,6.02,-1.9712285591647467,30.079187172482815
CR00357,Kimironko,2021-09-24,20:59,Burglary,Other,Suspect,38,Clear,5.16,-1.922601594104862,30.12411423402613
CR00358,Gisozi,2024-06-03,11:17,Burglary,Other,Suspect,64,Clear,4.69,-1.9230218023239813,30.06676964191146
CR00359,Masaka,2022-06-21,19:37,Assault,Other,Victim,76,Clear,6.43,-1.960008636598202,30.144417447939247
CR00360,Muhima,2020-03-09,07:20,Assault,Other,Suspect,70,Clear,7.66,-1.9483570401059427,30.05563573410142
CR00361,Rwezamenyo,2023-04-01,20:13,Burglary,Male,Suspect,53,Cloudy,4.07,-1.9530902196134874,30.02636747714516
CR00362,Kacyiru,2022-01-17,20:05,Theft,Male,Suspect,31,Clear,3.45,-1.9354995937928836,30.058904959246064
CR00363,Kimironko,2024-02-08,14:02,Theft,Female,Victim,27,Cloudy,2.76,-1.9300011849155339,30.122441941899535
CR00364,Kimisagara,2020-09-26,18:22,Robbery,Male,Victim,56,Rainy,7.0,-1.97261387705423,30.0502522925965
CR00365,Kibagabaga,2020-07-03,03:52,Assault,Female,Victim,23,Clear,6.16,-1.923561729120558,30.095994366105522
CR00366,Nyamirambo,2021-08-27,15:35,Burglary,Other,Suspect,38,Clear,4.15,-1.9931806711924307,30.053479700234075
CR00367,Jali,2021-10-31,18:08,Robbery,Male,Suspect,66,Cloudy,6.87,-1.9025940817560674,30.097828735327823
CR00368,Rusororo,2024-03-10,00:52,Vandalism,Male,Suspect,17,Clear,1.45,-1.89914069250206,30.12812735132068
CR00369,Gatenga,2022-04-30,23:05,Vandalism,Female,Suspect,65,Clear,2.01,-1.9753297503903688,30.132593438889383
CR00370,Kimironko,2020-12-25,04:04,Theft,Other,Victim,77,Clear,3.15,-1.9219176791028174,30.10854984022786
CR00371,Nduba,2021-02-15,01:54,Robbery,Female,Suspect,23,Clear,6.1,-1.9089588528109587,30.06297699508285
CR00372,Gatenga,2020-09-27,02:59,Robbery,Other,Victim,30,Cloudy,5.84,-1.9757312345515146,30.13137990898566
CR00373,Kicukiro,2024-05-29,09:24,Burglary,Female,Suspect,41,Cloudy,5.47,-1.9649938197265258,30.102606833342026
CR00374,Gacuriro,2023-01-09,05:11,Robbery,Male,Victim,30,Rainy,6.7,-1.9227724145266758,30.07377548562516
CR00375,Masaka,2024-11-29,02:39,Burglary,Male,Victim,38,Clear,5.06,-1.964618713569185,30.142751796944175
CR00376,Kimisagara,2022-01-19,07:56,Assault,Female,Victim,38,Stormy,6.1,-1.9665069960595196,30.05116062739397
CR00377,Kicukiro,2022-12-23,04:08,Robbery,Male,Suspect,15,Stormy,5.94,-1.9784957801294074,30.120814080226463
CR00378,Muhima,2022-10-24,03:51,Theft,Other,Victim,72,Clear,3.05,-1.944257182253481,30.068144096692542
CR00379,Kigali CBD,2021-07-12,06:34,Theft,Male,Victim,55,Stormy,2.88,-1.9435722863078437,30.05423330696449
CR00380,Nyamirambo,2024-08-27,08:17,Robbery,Male,Victim,30,Clear,5.54,-1.9885455159645304,30.047828618870344
CR00381,Gisozi,2020-12-02,01:57,Assault,Other,Victim,20,Rainy,7.67,-1.937140361686824,30.069981080425237
CR00382,Nyarugenge,2021-06-10,06:37,Vandalism,Other,Suspect,31,Cloudy,1.59,-1.952111086840795,30.043608335195497
CR00383,Kimisagara,2024-08-15,12:17,Theft,Female,Suspect,41,Cloudy,2.49,-1.9798598545823094,30.04236977695933
CR00384,Kicukiro,2022-09-13,12:51,Assault,Female,Victim,35,Rainy,6.49,-1.9727764082462798,30.120004612043456
CR00385,Nyarugenge,2024-07-09,03:20,Robbery,Other,Victim,26,Clear,6.54,-1.9650990605825676,30.049953020988877
CR00386,Kacyiru,2021-08-27,05:44,Assault,Female,Victim,47,Rainy,6.72,-1.9299350202614585,30.064070067399033
CR00387,Rusororo,2024-03-08,16:12,Vandalism,Male,Suspect,19,Stormy,1.91,-1.8942057334420257,30.13394683811265
CR00388,Jali,2024-11-17,10:05,Vandalism,Male,Suspect,25,Clear,2.5,-1.8940649288629177,30.098399982800693
CR00389,Kacyiru,2021-11-24,00:30,Vandalism,Other,Victim,30,Cloudy,1.23,-1.9225438942519715,30.070756365247767
CR00390,Kacyiru,2024-07-05,19:21,Burglary,Male,Suspect,79,Rainy,4.48,-1.9319957012174458,30.0705721294073
CR00391,Kimisagara,2020-08-23,05:37,Theft,Male,Suspect,53,Clear,3.47,-1.9817768540674914,30.042959608678785
CR00392,Rusororo,2022-08-17,22:04,Vandalism,Female,Victim,61,Clear,2.76,-1.901919864082653,30.12177691688896
CR00393,Jali,2020-06-03,17:21,Assault,Female,Victim,36,Cloudy,6.72,-1.9033748153042664,30.088958711615803
CR00394,Kicukiro,2020-10-15,19:27,Theft,Other,Suspect,69,Rainy,2.7,-1.963596883697975,30.10432763255666
CR00395,Muhima,2024-03-24,05:35,Vandalism,Female,Victim,15,Rainy,2.01,-1.9598146682910826,30.063089236895067
CR00396,Kibagabaga,2021-04-07,14:52,Assault,Female,Suspect,46,Rainy,7.83,-1.9237557553467086,30.090766878850197
CR00397,Gikondo,2024-10-27,14:08,Theft,Male,Victim,53,Cloudy,3.31,-1.9547505194738741,30.06931387021264
CR00398,Kibagabaga,2023-10-17,23:25,Theft,Female,Suspect,20,Rainy,3.21,-1.93286233372262,30.088789027118743
CR00399,Nyarugenge,2024-01-23,06:51,Robbery,Male,Victim,52,Clear,5.9,-1.9693535486337508,30.05635171003502
CR00400,Kigali CBD,2023-10-13,04:31,Assault,Other,Victim,71,Rainy,6.84,-1.9484625524869044,30.051766803710766
CR00401,Jali,2022-03-24,01:20,Robbery,Male,Suspect,32,Cloudy,6.14,-1.8926587457180368,30.088085693872213
CR00402,Nyamirambo,2024-09-28,12:46,Vandalism,Female,Victim,77,Clear,2.65,-1.9750893089964674,30.04916642812768
CR00403,Kanombe,2024-07-05,02:44,Theft,Other,Suspect,55,Clear,2.25,-1.9627566205881066,30.143332210031502
CR00404,Jali,2023-02-15,18:03,Assault,Other,Victim,60,Clear,7.08,-1.9085926877285475,30.098422492963138
CR00405,Remera,2022-01-19,21:56,Assault,Male,Victim,80,Rainy,7.55,-1.945658207780484,30.109218147254527
CR00406,Kimironko,2020-07-03,15:06,Burglary,Female,Victim,41,Rainy,4.82,-1.929799415039516,30.123193361261436
CR00407,Kigali CBD,2024-06-07,03:28,Vandalism,Male,Victim,27,Clear,2.17,-1.9476804684493927,30.062152748697194
CR00408,Kigarama,2022-03-19,06:06,Theft,Female,Suspect,20,Rainy,2.28,-1.9825803605145522,30.100781244068017
CR00409,Jali,2020-01-29,00:04,Vandalism,Male,Suspect,45,Cloudy,1.52,-1.8944680694331262,30.081975607402292
CR00410,Remera,2021-06-25,22:57,Burglary,Male,Victim,19,Clear,4.57,-1.9410582132057534,30.103396876050674
CR00411,Gisozi,2023-01-03,21:10,Burglary,Female,Victim,39,Clear,4.63,-1.9323165837653333,30.07627025199753
CR00412,Gikondo,2020-09-10,04:13,Assault,Female,Victim,33,Rainy,6.16,-1.9735255974771795,30.068411061273792
CR00413,Rusororo,2022-07-20,22:46,Burglary,Male,Suspect,53,Clear,4.84,-1.9043838487226137,30.124546749765127
CR00414,Kigali CBD,2022-01-24,04:06,Vandalism,Other,Victim,42,Clear,2.97,-1.9474793649822792,30.059501735851498
CR00415,Jali,2023-10-09,22:09,Theft,Female,Suspect,32,Rainy,3.15,-1.9041407385749127,30.090638513642798
CR00416,Gacuriro,2024-03-13,00:52,Robbery,Male,Suspect,42,Clear,6.27,-1.9180320652681129,30.080883698308007
CR00417,Masaka,2023-10-08,05:01,Vandalism,Female,Victim,60,Clear,2.55,-1.955553684841819,30.14292762241411
CR00418,Kimisagara,2021-06-20,20:30,Burglary,Other,Victim,50,Cloudy,5.8,-1.968624769681706,30.03601864175239
CR00419,Kigarama,2023-04-12,08:42,Burglary,Other,Victim,31,Clear,5.75,-1.977732534647073,30.090406328400295
CR00420,Kimisagara,2022-02-19,06:23,Assault,Other,Victim,69,Rainy,6.03,-1.969667507510276,30.04095809140258
CR00421,Gisozi,2024-08-11,03:28,Assault,Female,Suspect,24,Clear,6.24,-1.9327688060061234,30.066960830314898
CR00422,Kacyiru,2023-07-31,13:09,Assault,Male,Suspect,47,Rainy,6.53,-1.9290074039041927,30.07088494560515
CR00423,Kimironko,2022-01-30,12:51,Vandalism,Male,Suspect,48,Rainy,2.11,-1.9264282292444372,30.11352638399664
CR00424,Rusororo,2020-08-09,16:53,Robbery,Female,Victim,63,Rainy,6.86,-1.911518863066491,30.122702776488225
CR00425,Kimisagara,2023-10-14,15:59,Assault,Male,Suspect,35,Rainy,7.49,-1.9810803252090408,30.03364777777947
CR00426,Remera,2021-04-23,03:25,Theft,Female,Victim,66,Clear,2.25,-1.94875001800687,30.093476683004386
CR00427,Gatenga,2022-08-23,22:51,Theft,Other,Victim,73,Cloudy,2.07,-1.9764954281777425,30.11708637003921
CR00428,Rwezamenyo,2020-02-21,04:48,Assault,Female,Suspect,25,Rainy,6.86,-1.956928442866859,30.033225059849634
CR00429,Kimisagara,2023-06-22,19:08,Assault,Other,Suspect,47,Rainy,7.38,-1.9817643253323445,30.04419326472116
CR00430,Rusororo,2024-12-15,09:52,Robbery,Male,Suspect,69,Rainy,6.98,-1.910620930676689,30.12011795164609
CR00431,Kigarama,2023-02-23,07:46,Robbery,Other,Suspect,33,Clear,5.26,-1.97674213891379,30.1038457471708
CR00432,Rusororo,2021-11-02,06:20,Vandalism,Female,Victim,41,Clear,2.73,-1.9072033075180723,30.129414815438864
CR00433,Remera,2023-06-03,18:39,Vandalism,Other,Suspect,24,Rainy,2.84,-1.9357405081923202,30.108416854721913
CR00434,Kicukiro,2021-03-29,10:09,Theft,Female,Victim,49,Clear,3.81,-1.9660889380153133,30.115978033074008
CR00435,Gatenga,2023-08-19,18:36,Robbery,Other,Suspect,39,Clear,5.71,-1.9887983003162581,30.125551002596506
CR00436,Remera,2020-05-09,20:16,Vandalism,Other,Suspect,62,Cloudy,1.8,-1.9520574859186968,30.093832650838507
CR00437,Gatenga,2023-07-25,15:02,Vandalism,Female,Victim,80,Clear,2.11,-1.9801592885712214,30.133935597105204
CR00438,Kibagabaga,2024-08-14,15:43,Assault,Male,Victim,35,Clear,7.42,-1.9315186088892458,30.09014239661278
CR00439,Nyarugenge,2022-08-08,21:21,Robbery,Male,Victim,68,Clear,5.24,-1.9520160937742765,30.051749397180654
CR00440,Nduba,2023-12-06,07:17,Vandalism,Other,Victim,34,Cloudy,2.79,-1.9101684613894667,30.07800552689601
CR00441,Nyarugenge,2021-09-10,06:53,Assault,Male,Victim,55,Clear,7.8,-1.9651054311160772,30.050855740632617
